FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
,,Diamond Princess,Canada,2020-04-27 02:30:55,,,0,1,0,0,"Diamond Princess, Canada"
